tool	source_genome	category	label	source_genome_length	n_fragments	TP	FP	TN	FN	precision	recall	specificity	FPR	F1	MCC	AUPRC
VirFinder	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	0	14	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VirFinder	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VirFinder	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	0	47	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	0	33	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	0	69	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VirFinder	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	0	82	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	0	54	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	0	25	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	0	64	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	0	81	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VirFinder	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	1	75	0	0.0	0.0	0.9868	0.0132	0.0	0.0	0.0
VirFinder	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	114	997	0	0.0	0.0	0.8974	0.1026	0.0	0.0	0.0
VirFinder	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	198	688	0	0.0	0.0	0.7765	0.2235	0.0	0.0	0.0
VirFinder	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	102	1246	0	0.0	0.0	0.9243	0.0757	0.0	0.0	0.0
VirFinder	NZ_CP039267.1	negative_control	bacterial	16343	10	0	0	10	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
VirFinder	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	59	820	0	0.0	0.0	0.9329	0.0671	0.0	0.0	0.0
VirFinder	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	48	916	0	0.0	0.0	0.9502	0.0498	0.0	0.0	0.0
PPR-Meta	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	26	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
PPR-Meta	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	23	0	0	4	1.0	0.8519	NA	NA	0.92	0.0	1.0
PPR-Meta	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	26	0	0	1	1.0	0.963	NA	NA	0.9811	0.0	1.0
PPR-Meta	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	10	0	0	22	1.0	0.3125	NA	NA	0.4762	0.0	1.0
PPR-Meta	MW387018.1	gardnerella_phage	viral	50268	33	25	0	0	8	1.0	0.7576	NA	NA	0.8621	0.0	1.0
PPR-Meta	NC_001357.1	hpv	viral	7857	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
PPR-Meta	NC_001443.1	hpv	viral	7824	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
PPR-Meta	NC_001526.4	hpv	viral	7906	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
PPR-Meta	NC_001592.1	hpv	viral	7942	5	4	0	0	1	1.0	0.8	NA	NA	0.8889	0.0	1.0
PPR-Meta	NC_001798.2	herpesvirus	viral	154675	103	0	0	0	103	0.0	0.0	NA	NA	0.0	0.0	1.0
PPR-Meta	NC_001806.2	herpesvirus	viral	152222	101	2	0	0	99	1.0	0.0198	NA	NA	0.0388	0.0	1.0
PPR-Meta	NC_002076.2	anellovirus	viral	3852	2	2	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
PPR-Meta	NC_007924.1	lactobacillus_phage	viral	38239	25	21	0	0	4	1.0	0.84	NA	NA	0.913	0.0	1.0
PPR-Meta	NC_011801.1	lactobacillus_phage	viral	38934	25	24	0	0	1	1.0	0.96	NA	NA	0.9796	0.0	1.0
PPR-Meta	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
PPR-Meta	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
PPR-Meta	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	0	12	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	2	65	0	0.0	0.0	0.9701	0.0299	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	0	6	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	1	22	0	0.0	0.0	0.9565	0.0435	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	0	98	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	7	92	0	0.0	0.0	0.9293	0.0707	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
PPR-Meta	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	0	24	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	0	4	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	0	14	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
PPR-Meta	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
PPR-Meta	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	1	46	0	0.0	0.0	0.9787	0.0213	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	0	33	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	1	68	0	0.0	0.0	0.9855	0.0145	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
PPR-Meta	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	1	81	0	0.0	0.0	0.9878	0.0122	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	1	53	0	0.0	0.0	0.9815	0.0185	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	0	25	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	1	63	0	0.0	0.0	0.9844	0.0156	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	1	80	0	0.0	0.0	0.9877	0.0123	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
PPR-Meta	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	0	76	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PPR-Meta	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	370	741	0	0.0	0.0	0.667	0.333	0.0	0.0	0.0
PPR-Meta	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	362	524	0	0.0	0.0	0.5914	0.4086	0.0	0.0	0.0
PPR-Meta	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	183	1165	0	0.0	0.0	0.8642	0.1358	0.0	0.0	0.0
PPR-Meta	NZ_CP039267.1	negative_control	bacterial	16343	10	0	2	8	0	0.0	0.0	0.8	0.2	0.0	0.0	0.0
PPR-Meta	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	122	757	0	0.0	0.0	0.8612	0.1388	0.0	0.0	0.0
PPR-Meta	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	75	889	0	0.0	0.0	0.9222	0.0778	0.0	0.0	0.0
VIBRANT	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	1	0	0	25	1.0	0.0385	NA	NA	0.0741	0.0	1.0
VIBRANT	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	1	0	0	26	1.0	0.037	NA	NA	0.0714	0.0	1.0
VIBRANT	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	3	0	0	24	1.0	0.1111	NA	NA	0.2	0.0	1.0
VIBRANT	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	2	0	0	30	1.0	0.0625	NA	NA	0.1176	0.0	1.0
VIBRANT	MW387018.1	gardnerella_phage	viral	50268	33	2	0	0	31	1.0	0.0606	NA	NA	0.1143	0.0	1.0
VIBRANT	NC_001357.1	hpv	viral	7857	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
VIBRANT	NC_001443.1	hpv	viral	7824	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
VIBRANT	NC_001526.4	hpv	viral	7906	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
VIBRANT	NC_001592.1	hpv	viral	7942	5	0	0	0	5	0.0	0.0	NA	NA	0.0	0.0	NA
VIBRANT	NC_001798.2	herpesvirus	viral	154675	103	0	0	0	103	0.0	0.0	NA	NA	0.0	0.0	NA
VIBRANT	NC_001806.2	herpesvirus	viral	152222	101	0	0	0	101	0.0	0.0	NA	NA	0.0	0.0	NA
VIBRANT	NC_002076.2	anellovirus	viral	3852	2	0	0	0	2	0.0	0.0	NA	NA	0.0	0.0	NA
VIBRANT	NC_007924.1	lactobacillus_phage	viral	38239	25	9	0	0	16	1.0	0.36	NA	NA	0.5294	0.0	1.0
VIBRANT	NC_011801.1	lactobacillus_phage	viral	38934	25	5	0	0	20	1.0	0.2	NA	NA	0.3333	0.0	1.0
VIBRANT	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	0	12	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	0	67	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	0	6	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	0	23	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	0	98	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	1	98	0	0.0	0.0	0.9899	0.0101	0.0	0.0	0.0
VIBRANT	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	0	24	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	0	4	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	0	14	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	0	47	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	0	33	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	0	69	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	1	81	0	0.0	0.0	0.9878	0.0122	0.0	0.0	0.0
VIBRANT	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	0	54	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	0	25	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	0	64	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	0	81	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	0	76	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	0	1111	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	5	881	0	0.0	0.0	0.9944	0.0056	0.0	0.0	0.0
VIBRANT	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	5	1343	0	0.0	0.0	0.9963	0.0037	0.0	0.0	0.0
VIBRANT	NZ_CP039267.1	negative_control	bacterial	16343	10	0	0	10	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
VIBRANT	NZ_CP049230.1	negative_control	bacterial	1318700	879	0	2	877	0	0.0	0.0	0.9977	0.0023	0.0	0.0	0.0
VIBRANT	NZ_CP065631.1	negative_control	bacterial	1447017	964	0	0	964	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Seeker	IMGVR_UViG_2636415511_000001	sneathia_phage	viral	39231	26	24	0	0	2	1.0	0.9231	NA	NA	0.96	0.0	1.0
Seeker	IMGVR_UViG_3300007272_000043	fannyhessea_phage	viral	40885	27	11	0	0	16	1.0	0.4074	NA	NA	0.5789	0.0	1.0
Seeker	IMGVR_UViG_3300045988_083571	megasphaera_phage	viral	40756	27	27	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
Seeker	IMGVR_UViG_3300045988_117760	megasphaera_phage	viral	48752	32	5	0	0	27	1.0	0.1562	NA	NA	0.2703	0.0	1.0
Seeker	MW387018.1	gardnerella_phage	viral	50268	33	25	0	0	8	1.0	0.7576	NA	NA	0.8621	0.0	1.0
Seeker	NC_001357.1	hpv	viral	7857	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
Seeker	NC_001443.1	hpv	viral	7824	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
Seeker	NC_001526.4	hpv	viral	7906	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
Seeker	NC_001592.1	hpv	viral	7942	5	5	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
Seeker	NC_001798.2	herpesvirus	viral	154675	103	21	0	0	82	1.0	0.2039	NA	NA	0.3387	0.0	1.0
Seeker	NC_001806.2	herpesvirus	viral	152222	101	33	0	0	68	1.0	0.3267	NA	NA	0.4925	0.0	1.0
Seeker	NC_002076.2	anellovirus	viral	3852	2	2	0	0	0	1.0	1.0	NA	NA	1.0	0.0	1.0
Seeker	NC_007924.1	lactobacillus_phage	viral	38239	25	23	0	0	2	1.0	0.92	NA	NA	0.9583	0.0	1.0
Seeker	NC_011801.1	lactobacillus_phage	viral	38934	25	24	0	0	1	1.0	0.96	NA	NA	0.9796	0.0	1.0
Seeker	NZ_AFIJ01000001.1	negative_control	bacterial	1841	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Seeker	NZ_AFIJ01000002.1	negative_control	bacterial	1880	1	0	0	1	0	0.0	0.0	1.0	0.0	0.0	0.0	NA
Seeker	NZ_AFIJ01000003.1	negative_control	bacterial	19318	12	0	0	12	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000004.1	negative_control	bacterial	100595	67	0	0	67	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000005.1	negative_control	bacterial	10272	6	0	0	6	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000006.1	negative_control	bacterial	35744	23	0	0	23	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000007.1	negative_control	bacterial	148045	98	0	2	96	0	0.0	0.0	0.9796	0.0204	0.0	0.0	0.0
Seeker	NZ_AFIJ01000008.1	negative_control	bacterial	149073	99	0	13	86	0	0.0	0.0	0.8687	0.1313	0.0	0.0	0.0
Seeker	NZ_AFIJ01000009.1	negative_control	bacterial	28506	19	0	0	19	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000010.1	negative_control	bacterial	2931	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
Seeker	NZ_AFIJ01000011.1	negative_control	bacterial	37253	24	0	0	24	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000013.1	negative_control	bacterial	6229	4	0	0	4	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000014.1	negative_control	bacterial	11574	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000015.1	negative_control	bacterial	4417	2	0	2	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000017.1	negative_control	bacterial	21892	14	0	1	13	0	0.0	0.0	0.9286	0.0714	0.0	0.0	0.0
Seeker	NZ_AFIJ01000018.1	negative_control	bacterial	43361	28	0	0	28	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000019.1	negative_control	bacterial	11839	7	0	0	7	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000020.1	negative_control	bacterial	80676	53	0	0	53	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000021.1	negative_control	bacterial	2632	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
Seeker	NZ_AFIJ01000022.1	negative_control	bacterial	1726	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
Seeker	NZ_AFIJ01000023.1	negative_control	bacterial	71554	47	0	0	47	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000025.1	negative_control	bacterial	12101	8	0	1	7	0	0.0	0.0	0.875	0.125	0.0	0.0	0.0
Seeker	NZ_AFIJ01000026.1	negative_control	bacterial	50184	33	0	2	31	0	0.0	0.0	0.9394	0.0606	0.0	0.0	0.0
Seeker	NZ_AFIJ01000027.1	negative_control	bacterial	12043	8	0	0	8	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000028.1	negative_control	bacterial	3598	2	0	0	2	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000029.1	negative_control	bacterial	104968	69	0	1	68	0	0.0	0.0	0.9855	0.0145	0.0	0.0	0.0
Seeker	NZ_AFIJ01000031.1	negative_control	bacterial	1521	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
Seeker	NZ_AFIJ01000032.1	negative_control	bacterial	123176	82	0	1	81	0	0.0	0.0	0.9878	0.0122	0.0	0.0	0.0
Seeker	NZ_AFIJ01000033.1	negative_control	bacterial	81962	54	0	4	50	0	0.0	0.0	0.9259	0.0741	0.0	0.0	0.0
Seeker	NZ_AFIJ01000035.1	negative_control	bacterial	55251	36	0	0	36	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000036.1	negative_control	bacterial	38748	25	0	1	24	0	0.0	0.0	0.96	0.04	0.0	0.0	0.0
Seeker	NZ_AFIJ01000038.1	negative_control	bacterial	96055	64	0	4	60	0	0.0	0.0	0.9375	0.0625	0.0	0.0	0.0
Seeker	NZ_AFIJ01000039.1	negative_control	bacterial	122540	81	0	4	77	0	0.0	0.0	0.9506	0.0494	0.0	0.0	0.0
Seeker	NZ_AFIJ01000040.1	negative_control	bacterial	1793	1	0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	NA
Seeker	NZ_AFIJ01000044.1	negative_control	bacterial	23508	15	0	0	15	0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Seeker	NZ_AFIJ01000045.1	negative_control	bacterial	114466	76	0	19	57	0	0.0	0.0	0.75	0.25	0.0	0.0	0.0
Seeker	NZ_AP012332.1	negative_control	bacterial	1667406	1111	0	552	559	0	0.0	0.0	0.5032	0.4968	0.0	0.0	0.0
Seeker	NZ_CP011280.1	negative_control	bacterial	1330224	886	0	866	20	0	0.0	0.0	0.0226	0.9774	0.0	0.0	0.0
Seeker	NZ_CP039266.1	negative_control	bacterial	2023061	1348	0	874	474	0	0.0	0.0	0.3516	0.6484	0.0	0.0	0.0
