sample	contig_id	e1b_change	has_e1a	tier_frozen	tier_recomp_orig	tier_corrected
UC055_V2	NODE_16412_length_231_cov_0.961039	lost	False	3	3	-1
UC055_V2	NODE_13087_length_266_cov_1.825397	lost	False	3	3	-1
UC055_V2	NODE_9609_length_362_cov_0.778947	lost	False	3	3	-1
UC055_V2	NODE_10553_length_327_cov_11.788000	lost	False	3	3	0
UC055_V2	NODE_2348_length_1261_cov_1.671453	lost	False	3	3	0
UC055_V2	NODE_9468_length_366_cov_3.072664	lost	False	3	3	0
UC055_V2	NODE_7390_length_467_cov_1.897436	lost	False	3	3	0
UC055_V2	NODE_2424_length_1208_cov_29.397878	lost	False	3	3	0
UC055_V2	NODE_16967_length_108_cov_4.322581	lost	False	3	3	0
UC055_V2	NODE_5230_length_617_cov_1.096296	lost	False	3	3	0
UC055_V2	NODE_14561_length_250_cov_19.549133	lost	False	3	3	0
UC055_V2	NODE_10142_length_341_cov_1.950758	lost	False	3	3	0
UC055_V2	NODE_15730_length_238_cov_1.378882	lost	False	3	3	0
UC055_V2	NODE_6472_length_520_cov_1.155756	lost	False	3	3	0
UC055_V2	NODE_7385_length_467_cov_2.664103	lost	False	3	3	0
UC055_V2	NODE_10319_length_335_cov_8.217054	lost	False	3	3	0
UC055_V2	NODE_8200_length_425_cov_0.755747	lost	False	3	3	0
UC055_V2	NODE_16808_length_145_cov_5.441176	lost	False	3	3	-1
UC055_V2	NODE_7188_length_478_cov_4.890274	lost	False	3	3	0
UC055_V2	NODE_16729_length_171_cov_30.936170	lost	False	3	3	0
UC055_V2	NODE_1355_length_2327_cov_178.372000	lost	False	2	2	3
UC055_V2	NODE_3821_length_802_cov_24.008276	lost	False	3	3	0
UC055_V2	NODE_12371_length_278_cov_2.865672	lost	False	3	3	0
UC055_V2	NODE_14941_length_247_cov_0.870588	lost	False	3	3	0
UC055_V2	NODE_13509_length_262_cov_0.800000	lost	False	3	3	0
UC055_V2	NODE_16659_length_212_cov_8.325926	lost	False	3	3	-1
UC055_V2	NODE_10578_length_327_cov_0.888000	lost	False	3	3	0
UC055_V2	NODE_749_length_5001_cov_3.511576	lost	False	2	2	3
UC055_V2	NODE_16668_length_207_cov_18.238462	lost	False	3	3	0
UC055_V2	NODE_1041_length_3231_cov_118.017755	lost	False	3	3	0
UC055_V2	NODE_13731_length_259_cov_1.219780	lost	False	3	3	-1
UC055_V2	NODE_16519_length_230_cov_0.915033	lost	False	3	3	0
UC055_V2	NODE_16713_length_181_cov_27.105769	lost	False	3	3	0
UC055_V2	NODE_7696_length_451_cov_1.382353	lost	False	3	3	0
UC055_V2	NODE_12155_length_283_cov_2.475728	lost	False	3	3	0
UC055_V2	NODE_628_length_6135_cov_48.172664	lost	False	3	3	0
UC055_V2	NODE_15314_length_242_cov_3.139394	lost	False	3	3	0
UC055_V2	NODE_10623_length_325_cov_2.088710	lost	False	3	3	-1
UC055_V2	NODE_6491_length_518_cov_7.877551	lost	False	3	3	0
UC055_V2	NODE_283_length_16221_cov_21.792555	lost	False	3	3	0
UC055_V2	NODE_16650_length_224_cov_133.367347	lost	False	3	3	0
UC055_V2	NODE_4532_length_693_cov_2.961039	lost	False	3	3	0
UC055_V2	NODE_6688_length_506_cov_2.242424	lost	False	3	3	0
UC055_V2	NODE_4979_length_644_cov_1.044092	lost	False	3	3	0
UC055_V2	NODE_9373_length_370_cov_1.825939	lost	False	3	3	0
UC055_V2	NODE_16744_length_163_cov_7.732558	lost	False	3	3	0
UC055_V2	NODE_4896_length_652_cov_7.935652	lost	False	3	3	0
UC055_V2	NODE_16755_length_159_cov_4.182927	lost	False	3	3	-1
UC055_V2	NODE_8372_length_416_cov_2.551622	lost	False	3	3	0
UC055_V2	NODE_16795_length_148_cov_4.253521	lost	False	3	3	0
UC055_V2	NODE_1555_length_1982_cov_4.003675	lost	False	3	3	0
UC055_V2	NODE_2978_length_998_cov_4.039088	lost	False	3	3	0
UC055_V2	NODE_16692_length_189_cov_4.339286	lost	False	3	3	0
UC055_V2	NODE_1818_length_1659_cov_17.802149	lost	False	3	3	-1
UC055_V2	NODE_533_length_7450_cov_24.776617	lost	False	3	3	0
UC055_V2	NODE_481_length_8169_cov_291.567968	lost	False	2	2	3
UC055_V2	NODE_1628_length_1881_cov_35.751663	lost	False	3	3	0
UC055_V2	NODE_11568_length_297_cov_2.672727	lost	False	3	3	0
UC055_V2	NODE_1209_length_2662_cov_3.590329	lost	False	3	3	0
UC055_V2	NODE_438_length_9221_cov_41.788933	lost	False	3	3	0
UC055_V2	NODE_16089_length_234_cov_1.885350	lost	False	3	3	0
UC055_V2	NODE_6044_length_551_cov_29.784810	lost	False	3	3	0
UC055_V2	NODE_670_length_5619_cov_23.327860	lost	False	3	3	0
UC055_V2	NODE_5701_length_577_cov_4.278000	lost	False	3	3	0
UC055_V2	NODE_8203_length_424_cov_2.345821	lost	False	3	3	0
UC055_V2	NODE_10105_length_342_cov_27.237736	lost	False	3	3	0
UC055_V2	NODE_976_length_3481_cov_21.719448	lost	False	3	3	-1
UC055_V2	NODE_11154_length_309_cov_1.913793	lost	False	3	3	-1
UC055_V2	NODE_12339_length_279_cov_1.509901	lost	False	3	3	0
UC055_V2	NODE_13192_length_265_cov_1.180851	lost	False	3	3	-1
UC055_V2	NODE_15879_length_236_cov_13.440252	lost	False	3	3	0
UC055_V2	NODE_8603_length_405_cov_43.466463	lost	False	3	3	0
UC055_V2	NODE_10814_length_319_cov_2.446281	lost	False	3	3	0
UC055_V2	NODE_10840_length_319_cov_0.917355	lost	False	3	3	0
UC055_V2	NODE_14145_length_255_cov_0.831461	lost	False	3	3	0
UC055_V2	NODE_16743_length_164_cov_2.862069	lost	False	3	3	0
UC055_V2	NODE_2771_length_1066_cov_26.599596	lost	False	3	3	-1
UC055_V2	NODE_16662_length_210_cov_8.135338	lost	False	3	3	0
UC055_V2	NODE_9890_length_350_cov_1.820513	lost	False	3	3	-1
UC055_V2	NODE_2590_length_1139_cov_5.474576	lost	False	3	3	0
UC055_V2	NODE_668_length_5658_cov_5.426626	lost	False	3	3	0
UC055_V2	NODE_16671_length_203_cov_27.682540	lost	False	3	3	0
UC055_V2	NODE_9073_length_384_cov_25.153094	lost	False	3	3	0
UC055_V2	NODE_5664_length_580_cov_20.417495	lost	False	3	3	0
UC055_V2	NODE_8369_length_416_cov_3.271386	lost	False	3	3	0
UC055_V2	NODE_1488_length_2068_cov_2.866901	lost	False	3	3	-1
UC055_V2	NODE_556_length_7032_cov_13.901510	lost	False	3	3	0
UC055_V2	NODE_10254_length_337_cov_3.680769	lost	False	3	3	0
UC055_V2	NODE_14708_length_249_cov_0.860465	lost	False	3	3	0
UC055_V2	NODE_14983_length_246_cov_1.313609	lost	False	3	3	0
UC055_V2	NODE_16778_length_153_cov_15.644737	lost	False	3	3	0
UC055_V2	NODE_276_length_16658_cov_17.411013	lost	False	3	3	0
UC055_V2	NODE_16654_length_220_cov_4.405594	lost	False	3	3	0
UC055_V2	NODE_10670_length_324_cov_1.497976	lost	False	3	3	-1
UC055_V2	NODE_3706_length_824_cov_179.927711	lost	False	2	2	3
UC055_V2	NODE_16782_length_153_cov_3.671053	lost	False	3	3	0
UC055_V2	NODE_12770_length_270_cov_1.533679	lost	False	3	3	0
UC055_V2	NODE_12988_length_268_cov_0.774869	lost	False	3	3	-1
UC055_V2	NODE_3279_length_915_cov_3.303103	lost	False	3	3	0
UC055_V2	NODE_6978_length_490_cov_2.133172	lost	False	3	3	0
UC055_V2	NODE_8460_length_412_cov_15.591045	lost	False	3	3	0
UC055_V2	NODE_16804_length_145_cov_10.367647	lost	False	3	3	-1
UC055_V2	NODE_11314_length_304_cov_3.008811	lost	False	3	3	0
UC055_V2	NODE_6670_length_507_cov_2.400000	lost	False	3	3	0
UC055_V2	NODE_535_length_7389_cov_23.415481	lost	False	3	3	0
UC055_V2	NODE_9141_length_381_cov_5.289474	lost	False	3	3	0
UC055_V2	NODE_1498_length_2058_cov_13.012115	lost	False	2	2	3
UC055_V2	NODE_10549_length_328_cov_1.175299	lost	False	3	3	0
UC055_V2	NODE_1871_length_1614_cov_16.966818	lost	False	3	3	-1
UC055_V2	NODE_16468_length_230_cov_1.692810	lost	False	3	3	0
UC055_V2	NODE_15424_length_241_cov_2.256098	lost	False	3	3	0
UC055_V2	NODE_2582_length_1143_cov_11.033771	lost	False	3	3	0
UC055_V2	NODE_16790_length_150_cov_11.698630	lost	False	3	3	0
UC055_V2	NODE_16878_length_123_cov_6.500000	lost	False	3	3	0
UC055_V2	NODE_3452_length_872_cov_2.582390	lost	False	3	3	0
UC055_V2	NODE_3983_length_775_cov_20.805158	lost	False	3	3	0
UC055_V2	NODE_6899_length_495_cov_1.038278	lost	False	3	3	0
UC055_V2	NODE_1991_length_1514_cov_22.304802	lost	False	3	3	-1
UC055_V2	NODE_16739_length_165_cov_17.329545	lost	False	3	3	0
UC055_V2	NODE_16818_length_142_cov_8.246154	lost	False	3	3	0
UC055_V2	NODE_16787_length_151_cov_7.054054	lost	False	3	3	0
UC055_V2	NODE_6490_length_518_cov_380.034014	lost	False	3	3	0
UC055_V2	NODE_16796_length_147_cov_10.957143	lost	False	3	3	0
UC055_V2	NODE_4953_length_646_cov_2.425308	lost	False	3	3	0
UC055_V2	NODE_2150_length_1388_cov_10.484363	lost	False	3	3	0
UC055_V2	NODE_11536_length_298_cov_2.343891	lost	False	3	3	0
UC055_V2	NODE_12956_length_268_cov_0.774869	lost	False	3	3	0
UC055_V2	NODE_9979_length_346_cov_3.092937	lost	False	3	3	0
UC055_V2	NODE_5121_length_628_cov_3.192377	lost	False	3	3	0
UC055_V2	NODE_16684_length_194_cov_4.675214	lost	False	3	3	0
UC055_V2	NODE_6577_length_513_cov_1.396789	lost	False	3	3	-1
UC055_V2	NODE_915_length_3821_cov_11.497863	lost	False	3	3	0
UC055_V2	NODE_13574_length_261_cov_0.847826	lost	False	3	3	-1
UC055_V2	NODE_14076_length_255_cov_1.910112	lost	False	3	3	0
UC055_V2	NODE_16657_length_217_cov_10.342857	lost	False	3	3	0
UC055_V2	NODE_7871_length_442_cov_1.369863	lost	False	3	3	-1
UC055_V2	NODE_1001_length_3394_cov_60.785348	lost	False	3	3	0
UC055_V2	NODE_3460_length_871_cov_27.851385	lost	False	3	3	-1
UC055_V2	NODE_4601_length_685_cov_3.042763	lost	False	3	3	0
UC055_V2	NODE_13341_length_263_cov_1.591398	lost	False	3	3	0
UC055_V2	NODE_12894_length_268_cov_2.937173	lost	False	3	3	0
UC055_V2	NODE_2966_length_1003_cov_9.693305	lost	False	3	3	0
UC055_V2	NODE_5067_length_634_cov_1.836625	lost	False	3	3	-1
UC055_V2	NODE_15793_length_237_cov_2.212500	lost	False	3	3	0
UC055_V2	NODE_6343_length_529_cov_2.292035	lost	False	2	2	3
UC055_V2	NODE_4439_length_706_cov_11.868045	lost	False	3	3	0
UC055_V2	NODE_16732_length_169_cov_57.456522	lost	False	3	3	0
UC055_V2	NODE_16781_length_153_cov_4.381579	lost	False	3	3	0
UC055_V2	NODE_8782_length_398_cov_0.922118	lost	False	3	3	0
UC055_V2	NODE_3999_length_773_cov_2.219828	lost	False	3	3	0
UC055_V2	NODE_13934_length_257_cov_1.200000	lost	False	3	3	-1
UC055_V2	NODE_16876_length_124_cov_2.702128	lost	False	3	3	0
UC055_V2	NODE_1731_length_1762_cov_2.439169	lost	False	3	3	0
UC055_V2	NODE_16776_length_154_cov_11.311688	lost	False	3	3	0
UC055_V2	NODE_1798_length_1677_cov_3.468750	lost	False	3	3	0
UC055_V2	NODE_1926_length_1561_cov_2.113881	lost	False	3	3	0
UC055_V2	NODE_9000_length_387_cov_6.929032	lost	False	3	3	0
UC055_V2	NODE_731_length_5138_cov_49.166765	lost	False	3	3	0
UC055_V2	NODE_3385_length_889_cov_5.104680	lost	False	3	3	0
UC055_V2	NODE_12530_length_275_cov_1.803030	lost	False	3	3	-1
UC055_V2	NODE_479_length_8187_cov_21.138101	lost	False	3	3	0
UC055_V2	NODE_10257_length_337_cov_2.357692	lost	False	3	3	0
UC055_V2	NODE_3171_length_940_cov_456.946698	lost	False	2	2	3
UC055_V2	NODE_7780_length_446_cov_2.712737	lost	False	3	3	0
UC055_V2	NODE_4496_length_698_cov_3.574879	lost	False	3	3	0
UC055_V2	NODE_15704_length_238_cov_2.757764	lost	False	3	3	0
UC055_V2	NODE_16902_length_118_cov_54.902439	lost	False	3	3	0
UC055_V2	NODE_859_length_4172_cov_173.895238	lost	False	3	3	0
UC055_V2	NODE_9179_length_379_cov_2.450331	lost	False	3	3	0
UC055_V2	NODE_12025_length_286_cov_1.416268	lost	False	3	3	0
UC055_V2	NODE_2255_length_1323_cov_3.953451	lost	False	3	3	0
UC055_V2	NODE_3731_length_820_cov_1.962315	lost	False	3	3	0
UC055_V2	NODE_1079_length_3110_cov_47.800198	lost	False	3	3	0
UC055_V2	NODE_3890_length_790_cov_1.660589	lost	False	3	3	-1
UC055_V2	NODE_9881_length_350_cov_3.032967	lost	False	3	3	0
UC055_V2	NODE_9772_length_354_cov_13.877256	lost	False	3	3	0
UC062_V2	NODE_24235_length_256_cov_0.748603	lost	False	3	3	0
UC062_V2	NODE_8191_length_665_cov_2.085034	lost	False	3	3	0
UC062_V2	NODE_10598_length_546_cov_0.933902	lost	False	3	3	0
UC062_V2	NODE_10536_length_548_cov_1.256900	lost	False	3	3	0
UC062_V2	NODE_13826_length_435_cov_1.860335	lost	False	3	3	0
UC062_V2	NODE_28431_length_217_cov_5.221429	lost	False	3	3	0
UC062_V2	NODE_9301_length_604_cov_1.685009	lost	False	3	3	0
UC062_V2	NODE_14776_length_409_cov_1.337349	lost	False	3	3	0
UC062_V2	NODE_16944_length_356_cov_1.326165	lost	False	3	3	0
UC062_V2	NODE_11939_length_495_cov_1.062201	lost	False	3	3	-1
UC062_V2	NODE_13477_length_445_cov_36.116848	lost	False	3	3	0
UC062_V2	NODE_13464_length_446_cov_1.216802	lost	False	3	3	0
UC062_V2	NODE_20683_length_289_cov_1.396226	lost	False	3	3	0
UC062_V2	NODE_27909_length_232_cov_0.954839	lost	False	3	3	0
UC062_V2	NODE_10323_length_558_cov_1.370062	lost	False	3	3	0
UC062_V2	NODE_6955_length_751_cov_1.866469	lost	False	3	3	-1
UC062_V2	NODE_15557_length_388_cov_11.138264	lost	False	3	3	0
UC062_V2	NODE_20099_length_298_cov_1.674208	lost	False	3	3	-1
UC062_V2	NODE_3249_length_1335_cov_1.814785	lost	False	3	3	0
UC062_V2	NODE_3693_length_1213_cov_3.970951	lost	False	3	3	-1
UC062_V2	NODE_22293_length_268_cov_2.324607	lost	False	3	3	0
UC062_V2	NODE_11722_length_502_cov_3.025882	lost	False	3	3	0
UC062_V2	NODE_28603_length_143_cov_3.242424	lost	False	3	3	0
UC062_V2	NODE_13689_length_439_cov_1.226519	lost	False	3	3	-1
UC062_V2	NODE_5902_length_848_cov_1.167315	lost	False	3	3	0
UC062_V2	NODE_2789_length_1526_cov_3.013112	lost	False	3	3	0
UC062_V2	NODE_20652_length_289_cov_13.731132	lost	False	3	3	0
UC062_V2	NODE_28447_length_206_cov_2.604651	lost	False	3	3	0
UC062_V2	NODE_19222_length_312_cov_6.514894	lost	False	3	3	0
UC062_V2	NODE_2839_length_1500_cov_3.716093	lost	False	3	3	0
UC062_V2	NODE_5812_length_856_cov_27.749679	lost	False	3	3	0
UC062_V2	NODE_28573_length_150_cov_15.835616	lost	False	3	3	-1
UC062_V2	NODE_22148_length_269_cov_2.104167	lost	False	3	3	0
UC062_V2	NODE_28513_length_176_cov_4.464646	lost	False	3	3	0
UC062_V2	NODE_27342_length_235_cov_1.569620	lost	False	3	3	0
UC062_V2	NODE_23652_length_259_cov_18.412088	lost	False	3	3	0
UC062_V2	NODE_1780_length_2227_cov_2.297674	lost	False	3	3	0
UC062_V2	NODE_3921_length_1155_cov_2.669759	lost	False	3	3	0
UC062_V2	NODE_21921_length_272_cov_1.553846	lost	False	3	3	0
UC062_V2	NODE_28036_length_231_cov_0.961039	lost	False	3	3	-1
UC062_V2	NODE_2339_length_1762_cov_3.257567	lost	False	3	3	0
UC062_V2	NODE_6251_length_809_cov_1.415301	lost	False	3	3	0
UC062_V2	NODE_11601_length_507_cov_1.376744	lost	False	3	3	-1
UC062_V2	NODE_12379_length_480_cov_1.791563	lost	False	3	3	0
UC062_V2	NODE_17567_length_343_cov_1.315789	lost	False	3	3	0
UC062_V2	NODE_14198_length_424_cov_1.619597	lost	False	3	3	0
UC062_V2	NODE_12630_length_473_cov_1.121212	lost	False	3	3	-1
UC062_V2	NODE_18260_length_330_cov_0.877470	lost	False	3	3	0
UC062_V2	NODE_3298_length_1317_cov_3.252419	lost	False	3	3	0
UC062_V2	NODE_2898_length_1471_cov_15.561693	lost	False	3	3	0
UC062_V2	NODE_10777_length_538_cov_3.885033	lost	False	3	3	0
UC062_V2	NODE_5512_length_894_cov_8.826193	lost	False	3	3	0
UC062_V2	NODE_12403_length_479_cov_1.980100	lost	False	3	3	0
UC062_V2	NODE_5781_length_860_cov_4.338442	lost	False	3	3	0
UC062_V2	NODE_10276_length_560_cov_1.685300	lost	False	3	3	0
UC062_V2	NODE_28583_length_147_cov_2.685714	lost	False	3	3	0
UC062_V2	NODE_27068_length_237_cov_0.925000	lost	False	3	3	0
UC062_V2	NODE_748_length_5724_cov_18.882061	lost	False	3	3	0
UC062_V2	NODE_11499_length_510_cov_23.221709	lost	False	3	3	0
UC062_V2	NODE_8762_length_630_cov_156.282098	lost	False	2	2	3
UC062_V2	NODE_16590_length_364_cov_1.031359	lost	False	3	3	-1
UC062_V2	NODE_28411_length_228_cov_10.887417	lost	False	3	3	0
UC062_V2	NODE_28496_length_182_cov_445.847619	lost	False	3	3	0
UC062_V2	NODE_28537_length_160_cov_32.060241	lost	False	3	3	0
UC062_V2	NODE_5994_length_838_cov_1.069645	lost	False	3	3	0
UC062_V2	NODE_22773_length_265_cov_1.574468	lost	False	3	3	-1
UC062_V2	NODE_25929_length_244_cov_2.173653	lost	False	3	3	-1
UC062_V2	NODE_5642_length_878_cov_3.122347	lost	False	3	3	0
UC062_V2	NODE_17768_length_339_cov_1.480916	lost	False	3	3	0
UC062_V2	NODE_2801_length_1517_cov_2.621528	lost	False	3	3	0
UC062_V2	NODE_3712_length_1208_cov_14.215738	lost	False	3	3	0
UC062_V2	NODE_11120_length_524_cov_4.588367	lost	False	3	3	0
UC062_V2	NODE_25913_length_244_cov_6.113772	lost	False	3	3	0
UC062_V2	NODE_16558_length_365_cov_1.027778	lost	False	3	3	-1
UC062_V2	NODE_15724_length_384_cov_36.214984	lost	False	3	3	0
UC062_V2	NODE_5383_length_908_cov_2.927798	lost	False	3	3	0
UC062_V2	NODE_24348_length_255_cov_0.831461	lost	False	3	3	0
UC062_V2	NODE_22256_length_269_cov_0.770833	lost	False	3	3	-1
UC062_V2	NODE_1690_length_2329_cov_8.051510	lost	False	3	3	0
UC062_V2	NODE_802_length_5237_cov_13.624806	lost	False	3	3	0
UC062_V2	NODE_26227_length_242_cov_3.915152	lost	False	3	3	-1
UC062_V2	NODE_18246_length_330_cov_1.189723	lost	False	3	3	0
UC062_V2	NODE_16082_length_375_cov_9.969799	lost	False	3	3	0
UC062_V2	NODE_12801_length_466_cov_2.059126	lost	False	3	3	-1
UC062_V2	NODE_23781_length_259_cov_0.813187	lost	False	3	3	-1
UC062_V2	NODE_8956_length_621_cov_2.040441	lost	False	3	3	0
UC062_V2	NODE_513_length_8652_cov_27.077434	lost	False	3	3	0
UC062_V2	NODE_1755_length_2253_cov_4.177390	lost	False	3	3	0
UC062_V2	NODE_18650_length_322_cov_1.918367	lost	False	3	3	0
UC062_V2	NODE_15413_length_392_cov_2.796825	lost	False	3	3	0
UC062_V2	NODE_21504_length_277_cov_3.805000	lost	False	3	3	0
UC062_V2	NODE_28019_length_231_cov_0.961039	lost	False	3	3	0
UC062_V2	NODE_12895_length_464_cov_1.157623	lost	False	3	3	0
UC062_V2	NODE_28154_length_230_cov_1.084967	lost	False	3	3	0
UC062_V2	NODE_28574_length_150_cov_12.342466	lost	False	3	3	-1
UC062_V2	NODE_22949_length_264_cov_1.240642	lost	False	3	3	0
UC062_V2	NODE_1022_length_3819_cov_15.091662	lost	False	3	3	0
UC062_V2	NODE_18757_length_320_cov_1.913580	lost	False	3	3	0
UC062_V2	NODE_28435_length_213_cov_4.654412	lost	False	3	3	0
UC062_V2	NODE_15898_length_380_cov_8.165017	lost	False	3	3	0
UC062_V2	NODE_11193_length_522_cov_1.366292	lost	False	3	3	0
UC062_V2	NODE_8349_length_654_cov_1.923744	lost	False	2	2	3
UC062_V2	NODE_22941_length_264_cov_1.572193	lost	False	3	3	0
UC062_V2	NODE_12684_length_470_cov_3.475827	lost	False	3	3	0
UC062_V2	NODE_8933_length_622_cov_35.205505	lost	False	3	3	0
UC062_V2	NODE_16374_length_369_cov_1.356164	lost	False	3	3	0
UC062_V2	NODE_19165_length_313_cov_1.974576	lost	False	3	3	0
UC062_V2	NODE_10647_length_543_cov_11.064378	lost	False	3	3	0
UC062_V2	NODE_12790_length_466_cov_7.485861	lost	False	3	3	0
UC062_V2	NODE_14717_length_410_cov_2.444444	lost	False	3	3	0
UC062_V2	NODE_3226_length_1346_cov_2.449173	lost	False	3	3	-1
UC062_V2	NODE_28488_length_185_cov_8.675926	lost	False	3	3	0
UC062_V2	NODE_28508_length_177_cov_15.810000	lost	False	3	3	0
UC062_V2	NODE_16410_length_368_cov_1.522337	lost	False	3	3	-1
UC062_V2	NODE_1080_length_3658_cov_12.827143	lost	False	3	3	0
UC062_V2	NODE_5537_length_891_cov_3.066339	lost	False	3	3	0
UC062_V2	NODE_28558_length_154_cov_2.727273	lost	False	3	3	-1
UC062_V2	NODE_23428_length_261_cov_0.983696	lost	False	3	3	0
UC062_V2	NODE_18299_length_329_cov_1.365079	lost	False	3	3	0
UC062_V2	NODE_17736_length_340_cov_1.117871	lost	False	3	3	0
UC062_V2	NODE_856_length_4791_cov_2.450148	lost	False	3	3	0
UC062_V2	NODE_2730_length_1557_cov_2.972973	lost	False	3	3	0
UC062_V2	NODE_12755_length_468_cov_1.488491	lost	False	3	3	0
UC062_V2	NODE_696_length_6209_cov_21.118232	lost	False	3	3	0
UC062_V2	NODE_28441_length_209_cov_4.280303	lost	False	3	3	0
UC062_V2	NODE_24489_length_254_cov_0.836158	lost	False	3	3	-1
UC062_V2	NODE_26152_length_243_cov_1.144578	lost	False	3	3	-1
UC062_V2	NODE_9000_length_619_cov_2.472325	lost	False	3	3	0
UC062_V2	NODE_11944_length_494_cov_5.776978	lost	False	3	3	0
UC062_V2	NODE_15335_length_395_cov_0.880503	lost	False	3	3	0
UC062_V2	NODE_15436_length_392_cov_1.409524	lost	False	3	3	0
UC062_V2	NODE_16538_length_365_cov_1.809028	lost	False	3	3	0
UC062_V2	NODE_19327_length_310_cov_4.467811	lost	False	3	3	0
UC062_V2	NODE_28612_length_139_cov_3.887097	lost	False	3	3	-1
UC062_V2	NODE_4359_length_1061_cov_1.779472	lost	False	3	3	0
UC062_V2	NODE_28483_length_188_cov_1.603604	lost	False	3	3	0
UC062_V2	NODE_21219_length_281_cov_5.068627	lost	False	3	3	0
UC062_V2	NODE_28526_length_168_cov_18.582418	lost	False	3	3	0
UC062_V2	NODE_16896_length_357_cov_1.585714	lost	False	3	3	-1
UC062_V2	NODE_21897_length_272_cov_3.923077	lost	False	3	3	0
UC062_V2	NODE_28555_length_154_cov_4.935065	lost	False	3	3	0
UC062_V2	NODE_20743_length_288_cov_1.914692	lost	False	3	3	-1
UC062_V2	NODE_6474_length_789_cov_1.414326	lost	False	3	3	0
UC062_V2	NODE_4081_length_1120_cov_2.926174	lost	False	3	3	0
UC062_V2	NODE_25025_length_250_cov_1.710983	lost	False	3	3	0
UC062_V2	NODE_4489_length_1037_cov_3.915625	lost	False	3	3	0
UC062_V2	NODE_4036_length_1131_cov_3.576850	lost	False	3	3	0
UC062_V2	NODE_12909_length_463_cov_7.111399	lost	False	3	3	0
UC062_V2	NODE_8104_length_670_cov_1.536256	lost	False	3	3	0
UC062_V2	NODE_5321_length_914_cov_2.775388	lost	False	3	3	0
UC062_V2	NODE_21303_length_280_cov_1.822660	lost	False	3	3	0
UC062_V2	NODE_10982_length_531_cov_1.303965	lost	False	3	3	0
UC062_V2	NODE_20073_length_299_cov_0.986486	lost	False	3	3	-1
UC062_V2	NODE_26996_length_237_cov_18.637500	lost	False	3	3	0
UC062_V2	NODE_6194_length_815_cov_4.634146	lost	False	3	3	0
UC062_V2	NODE_637_length_6861_cov_4.263267	lost	False	2	2	3
UC062_V2	NODE_11260_length_520_cov_1.002257	lost	False	3	3	-1
UC062_V2	NODE_16913_length_357_cov_1.057143	lost	False	3	3	-1
UC062_V2	NODE_778_length_5415_cov_4.423942	lost	False	3	3	0
UC062_V2	NODE_16391_length_368_cov_2.539519	lost	False	3	3	0
UC062_V2	NODE_19754_length_303_cov_3.535398	lost	False	3	3	0
UC062_V2	NODE_28725_length_109_cov_7.187500	lost	False	3	3	0
UC062_V2	NODE_16972_length_355_cov_13.017986	lost	False	3	3	0
UC062_V2	NODE_2134_length_1902_cov_6.675068	lost	False	3	3	0
UC062_V2	NODE_20055_length_299_cov_1.252252	lost	False	3	3	-1
UC062_V2	NODE_19487_length_308_cov_1.281385	lost	False	3	3	0
UC062_V2	NODE_12819_length_466_cov_1.095116	lost	False	3	3	0
UC062_V2	NODE_1624_length_2403_cov_6.867154	lost	False	3	3	0
UC062_V2	NODE_18581_length_323_cov_2.707317	lost	False	3	3	0
UC062_V2	NODE_7197_length_733_cov_8.419207	lost	False	3	3	-1
UC062_V2	NODE_9021_length_618_cov_1.423290	lost	False	3	3	0
UC062_V2	NODE_2354_length_1754_cov_24.527728	lost	False	3	3	0
UC062_V2	NODE_4043_length_1130_cov_1.981956	lost	False	3	3	-1
UC062_V2	NODE_4992_length_961_cov_804.392534	lost	False	3	3	0
UC062_V2	NODE_9336_length_602_cov_2.095238	lost	False	3	3	0
UC062_V2	NODE_21117_length_283_cov_1.077670	lost	False	3	3	0
UC062_V2	NODE_28576_length_149_cov_6.152778	lost	False	3	3	-1
UC062_V2	NODE_24981_length_251_cov_0.810345	lost	False	3	3	-1
UC062_V2	NODE_7963_length_680_cov_1.872305	lost	False	3	3	0
UC062_V2	NODE_28524_length_169_cov_73.641304	lost	False	3	3	0
UC062_V2	NODE_25719_length_246_cov_0.875740	lost	False	3	3	0
UC062_V2	NODE_4042_length_1130_cov_2.188034	lost	False	3	3	0
UC062_V2	NODE_3703_length_1210_cov_17.030891	lost	False	3	3	0
UC062_V2	NODE_2555_length_1641_cov_15.370844	lost	False	3	3	0
UC062_V2	NODE_2174_length_1869_cov_3.887277	lost	False	3	3	0
UC062_V2	NODE_3622_length_1233_cov_2.234429	lost	False	3	3	0
UC062_V2	NODE_13357_length_449_cov_1.790323	lost	False	3	3	-1
UC062_V2	NODE_28412_length_228_cov_2.430464	lost	False	3	3	0
UC062_V2	NODE_22174_length_269_cov_1.541667	lost	False	3	3	-1
UC062_V2	NODE_7486_length_711_cov_4.496845	lost	False	3	3	0
UC062_V2	NODE_19404_length_309_cov_1.913793	lost	False	3	3	0
UC062_V2	NODE_24227_length_256_cov_0.826816	lost	False	3	3	0
UC062_V2	NODE_7487_length_711_cov_3.034700	lost	False	3	3	0
UC062_V2	NODE_2965_length_1443_cov_1.841874	lost	False	3	3	-1
UC062_V2	NODE_20797_length_287_cov_2.523810	lost	False	3	3	0
UC062_V2	NODE_25313_length_248_cov_2.649123	lost	False	3	3	0
UC062_V2	NODE_13860_length_434_cov_4.812325	lost	False	3	3	0
