sample	cst	tool	method_approach	tool_scope	virus_category	cell_A	cell_B	cell_D	cell_E	n_rca_positive	rca_validated_recall	rca_validated_precision
UC028_V2	CST-III	Jaeger	Deep learning	phage-only	phage	0	0	344	0	344	0.0	NA
UC028_V2	CST-III	TransGINmer	Attention/transformer	all-virus	eukaryotic_virus	0	0	0	0	0	NA	NA
UC028_V2	CST-III	TransGINmer	Attention/transformer	all-virus	phage	212	0	132	0	344	0.6163	1.0
UC028_V2	CST-III	ViraLM	Attention/transformer	all-virus	eukaryotic_virus	0	0	0	0	0	NA	NA
UC028_V2	CST-III	ViraLM	Attention/transformer	all-virus	phage	0	0	344	0	344	0.0	NA
UC074_V2	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	phage	337	0	508	0	845	0.3988	1.0
UC074_V2	CST-IV	VirSorter	Feature-based ML	phage-only	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	VirSorter	Feature-based ML	phage-only	phage	4	0	841	0	845	0.0047	1.0
UC074_V2	CST-IV	VirSorter2	Feature-based ML	all-virus	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	VirSorter2	Feature-based ML	all-virus	phage	25	0	820	0	845	0.0296	1.0
UC074_V2	CST-IV	VirFinder	Feature-based ML	phage-only	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	VirFinder	Feature-based ML	phage-only	phage	176	0	669	0	845	0.2083	1.0
UC074_V2	CST-IV	PPR-Meta	Deep learning	phage+plasmid	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	PPR-Meta	Deep learning	phage+plasmid	phage	154	0	691	0	845	0.1822	1.0
UC074_V2	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	phage	8	0	837	0	845	0.0095	1.0
UC074_V2	CST-IV	Seeker	Deep learning	phage-only	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	Seeker	Deep learning	phage-only	phage	409	0	436	0	845	0.484	1.0
UC074_V2	CST-IV	MetaPhinder	Reference-based	phage-only	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	MetaPhinder	Reference-based	phage-only	phage	112	0	733	0	845	0.1325	1.0
UC074_V2	CST-IV	Sourmash	Reference-based	database-dependent	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	Sourmash	Reference-based	database-dependent	phage	0	0	845	0	845	0.0	NA
UC074_V2	CST-IV	geNomad	DNN + markers	all-virus	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	geNomad	DNN + markers	all-virus	phage	25	0	820	0	845	0.0296	1.0
UC074_V2	CST-IV	HVSeeker	Deep learning	phage-only	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	HVSeeker	Deep learning	phage-only	phage	447	0	398	0	845	0.529	1.0
UC074_V2	CST-IV	Jaeger	Deep learning	phage-only	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	Jaeger	Deep learning	phage-only	phage	0	0	845	0	845	0.0	NA
UC074_V2	CST-IV	TransGINmer	Attention/transformer	all-virus	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	TransGINmer	Attention/transformer	all-virus	phage	514	0	331	0	845	0.6083	1.0
UC074_V2	CST-IV	ViraLM	Attention/transformer	all-virus	eukaryotic_virus	0	0	0	0	0	NA	NA
UC074_V2	CST-IV	ViraLM	Attention/transformer	all-virus	phage	84	0	761	0	845	0.0994	1.0
UC093_V3	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	phage	131	0	465	0	596	0.2198	1.0
UC093_V3	CST-IV	VirSorter	Feature-based ML	phage-only	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	VirSorter	Feature-based ML	phage-only	phage	9	0	587	0	596	0.0151	1.0
UC093_V3	CST-IV	VirSorter2	Feature-based ML	all-virus	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	VirSorter2	Feature-based ML	all-virus	phage	24	0	572	0	596	0.0403	1.0
UC093_V3	CST-IV	VirFinder	Feature-based ML	phage-only	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	VirFinder	Feature-based ML	phage-only	phage	47	0	549	0	596	0.0789	1.0
UC093_V3	CST-IV	PPR-Meta	Deep learning	phage+plasmid	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	PPR-Meta	Deep learning	phage+plasmid	phage	64	0	532	0	596	0.1074	1.0
UC093_V3	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	phage	8	0	588	0	596	0.0134	1.0
UC093_V3	CST-IV	Seeker	Deep learning	phage-only	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC093_V3	CST-IV	Seeker	Deep learning	phage-only	phage	174	0	422	0	596	0.2919	1.0
UC093_V3	CST-IV	MetaPhinder	Reference-based	phage-only	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	MetaPhinder	Reference-based	phage-only	phage	86	0	510	0	596	0.1443	1.0
UC093_V3	CST-IV	Sourmash	Reference-based	database-dependent	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	Sourmash	Reference-based	database-dependent	phage	0	0	596	0	596	0.0	NA
UC093_V3	CST-IV	geNomad	DNN + markers	all-virus	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	geNomad	DNN + markers	all-virus	phage	20	0	576	0	596	0.0336	1.0
UC093_V3	CST-IV	HVSeeker	Deep learning	phage-only	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC093_V3	CST-IV	HVSeeker	Deep learning	phage-only	phage	235	0	361	0	596	0.3943	1.0
UC093_V3	CST-IV	Jaeger	Deep learning	phage-only	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	Jaeger	Deep learning	phage-only	phage	0	0	596	0	596	0.0	NA
UC093_V3	CST-IV	TransGINmer	Attention/transformer	all-virus	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	TransGINmer	Attention/transformer	all-virus	phage	186	0	410	0	596	0.3121	1.0
UC093_V3	CST-IV	ViraLM	Attention/transformer	all-virus	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC093_V3	CST-IV	ViraLM	Attention/transformer	all-virus	phage	63	0	533	0	596	0.1057	1.0
UC055_V2	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	phage	15	0	32	0	47	0.3191	1.0
UC055_V2	CST-IV	VirSorter	Feature-based ML	phage-only	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC055_V2	CST-IV	VirSorter	Feature-based ML	phage-only	phage	5	0	42	0	47	0.1064	1.0
UC055_V2	CST-IV	VirSorter2	Feature-based ML	all-virus	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	VirSorter2	Feature-based ML	all-virus	phage	10	0	37	0	47	0.2128	1.0
UC055_V2	CST-IV	VirFinder	Feature-based ML	phage-only	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	VirFinder	Feature-based ML	phage-only	phage	5	0	42	0	47	0.1064	1.0
UC055_V2	CST-IV	PPR-Meta	Deep learning	phage+plasmid	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	PPR-Meta	Deep learning	phage+plasmid	phage	14	0	33	0	47	0.2979	1.0
UC055_V2	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC055_V2	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	phage	6	0	41	0	47	0.1277	1.0
UC055_V2	CST-IV	Seeker	Deep learning	phage-only	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	Seeker	Deep learning	phage-only	phage	18	0	29	0	47	0.383	1.0
UC055_V2	CST-IV	MetaPhinder	Reference-based	phage-only	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC055_V2	CST-IV	MetaPhinder	Reference-based	phage-only	phage	9	0	38	0	47	0.1915	1.0
UC055_V2	CST-IV	Sourmash	Reference-based	database-dependent	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC055_V2	CST-IV	Sourmash	Reference-based	database-dependent	phage	0	0	47	0	47	0.0	NA
UC055_V2	CST-IV	geNomad	DNN + markers	all-virus	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	geNomad	DNN + markers	all-virus	phage	4	0	43	0	47	0.0851	1.0
UC055_V2	CST-IV	HVSeeker	Deep learning	phage-only	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	HVSeeker	Deep learning	phage-only	phage	20	0	27	0	47	0.4255	1.0
UC055_V2	CST-IV	Jaeger	Deep learning	phage-only	eukaryotic_virus	0	0	1	0	1	0.0	NA
UC055_V2	CST-IV	Jaeger	Deep learning	phage-only	phage	0	0	47	0	47	0.0	NA
UC055_V2	CST-IV	TransGINmer	Attention/transformer	all-virus	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	TransGINmer	Attention/transformer	all-virus	phage	10	0	37	0	47	0.2128	1.0
UC055_V2	CST-IV	ViraLM	Attention/transformer	all-virus	eukaryotic_virus	1	0	0	0	1	1.0	1.0
UC055_V2	CST-IV	ViraLM	Attention/transformer	all-virus	phage	12	0	35	0	47	0.2553	1.0
UC062_V2	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	DeepVirFinder	Deep learning	prokaryotic-virus-focused	phage	18	0	61	0	79	0.2278	1.0
UC062_V2	CST-IV	VirSorter	Feature-based ML	phage-only	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	VirSorter	Feature-based ML	phage-only	phage	1	0	78	0	79	0.0127	1.0
UC062_V2	CST-IV	VirSorter2	Feature-based ML	all-virus	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	VirSorter2	Feature-based ML	all-virus	phage	6	0	73	0	79	0.0759	1.0
UC062_V2	CST-IV	VirFinder	Feature-based ML	phage-only	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	VirFinder	Feature-based ML	phage-only	phage	10	0	69	0	79	0.1266	1.0
UC062_V2	CST-IV	PPR-Meta	Deep learning	phage+plasmid	eukaryotic_virus	1	0	2	0	3	0.3333	1.0
UC062_V2	CST-IV	PPR-Meta	Deep learning	phage+plasmid	phage	12	0	67	0	79	0.1519	1.0
UC062_V2	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	VIBRANT	Feature-based ML	prokaryotic viruses	phage	3	0	76	0	79	0.038	1.0
UC062_V2	CST-IV	Seeker	Deep learning	phage-only	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	Seeker	Deep learning	phage-only	phage	22	0	57	0	79	0.2785	1.0
UC062_V2	CST-IV	MetaPhinder	Reference-based	phage-only	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	MetaPhinder	Reference-based	phage-only	phage	9	0	70	0	79	0.1139	1.0
UC062_V2	CST-IV	Sourmash	Reference-based	database-dependent	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	Sourmash	Reference-based	database-dependent	phage	0	0	79	0	79	0.0	NA
UC062_V2	CST-IV	geNomad	DNN + markers	all-virus	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	geNomad	DNN + markers	all-virus	phage	3	0	76	0	79	0.038	1.0
UC062_V2	CST-IV	HVSeeker	Deep learning	phage-only	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	HVSeeker	Deep learning	phage-only	phage	33	0	46	0	79	0.4177	1.0
UC062_V2	CST-IV	Jaeger	Deep learning	phage-only	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	Jaeger	Deep learning	phage-only	phage	0	0	79	0	79	0.0	NA
UC062_V2	CST-IV	TransGINmer	Attention/transformer	all-virus	eukaryotic_virus	3	0	0	0	3	1.0	1.0
UC062_V2	CST-IV	TransGINmer	Attention/transformer	all-virus	phage	24	0	55	0	79	0.3038	1.0
UC062_V2	CST-IV	ViraLM	Attention/transformer	all-virus	eukaryotic_virus	0	0	3	0	3	0.0	NA
UC062_V2	CST-IV	ViraLM	Attention/transformer	all-virus	phage	10	0	69	0	79	0.1266	1.0
