contig_id	label	source_genome	source_category	pident	query_coverage	length
NODE_418_length_2354_cov_2.734300	background	-	-	-	-	2354
NODE_419_length_2354_cov_2.534475	background	-	-	-	-	2354
NODE_41_length_18379_cov_133.506830	background	-	-	-	-	18379
NODE_420_length_2353_cov_2.988137	background	-	-	-	-	2353
NODE_421_length_2351_cov_146.064644	background	-	-	-	-	2351
NODE_422_length_2350_cov_2.821821	background	-	-	-	-	2350
NODE_423_length_2348_cov_2.676354	background	-	-	-	-	2348
NODE_424_length_2340_cov_2.583297	viral	IMGVR_UViG_3300045988_117760	megasphaera_phage	100.0	99.8	2340
NODE_425_length_2339_cov_2.333775	background	-	-	-	-	2339
NODE_426_length_2337_cov_2.586283	bacterial	NZ_CP049230.1	negative_control	98.8	97.2	2337
NODE_427_length_2335_cov_2.472985	background	-	-	-	-	2335
NODE_428_length_2334_cov_2.478954	background	-	-	-	-	2334
NODE_429_length_2333_cov_1.738475	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2333
NODE_42_length_17791_cov_169.710794	background	-	-	-	-	17791
NODE_430_length_2329_cov_3.579929	background	-	-	-	-	2329
NODE_431_length_2325_cov_2.549377	background	-	-	-	-	2325
NODE_432_length_2324_cov_116.784157	background	-	-	-	-	2324
NODE_433_length_2322_cov_1.601782	bacterial	NZ_CP049230.1	negative_control	97.5	99.8	2322
NODE_434_length_2320_cov_2.408382	background	-	-	-	-	2320
NODE_435_length_2319_cov_2.244425	viral	NC_001806.2	herpesvirus	99.9	100.0	2319
NODE_436_length_2319_cov_2.145406	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	2319
NODE_437_length_2317_cov_181.607589	background	-	-	-	-	2317
NODE_438_length_2307_cov_2.576233	viral	NC_001798.2	herpesvirus	99.8	100.0	2307
NODE_439_length_2305_cov_2.125673	bacterial	NZ_CP049230.1	negative_control	98.5	99.2	2305
NODE_43_length_17520_cov_126.060769	background	-	-	-	-	17520
NODE_440_length_2302_cov_3.114607	background	-	-	-	-	2302
NODE_441_length_2298_cov_2.495272	bacterial	NZ_CP049230.1	negative_control	99.5	99.2	2298
NODE_442_length_2294_cov_2.768606	bacterial	NZ_CP049230.1	negative_control	99.6	100.0	2294
NODE_443_length_2288_cov_2.434645	viral	NC_001798.2	herpesvirus	100.0	100.0	2288
NODE_444_length_2284_cov_2.823290	background	-	-	-	-	2284
NODE_445_length_2284_cov_2.132759	background	-	-	-	-	2284
NODE_446_length_2276_cov_2.415643	bacterial	NZ_CP049230.1	negative_control	97.8	100.0	2276
NODE_447_length_2273_cov_2.119308	background	-	-	-	-	2273
NODE_448_length_2271_cov_2.269371	background	-	-	-	-	2271
NODE_449_length_2270_cov_3.751938	background	-	-	-	-	2270
NODE_44_length_17389_cov_185.004274	background	-	-	-	-	17389
NODE_450_length_2270_cov_2.530780	bacterial	NZ_CP049230.1	negative_control	98.2	100.0	2270
NODE_451_length_2269_cov_2.968978	background	-	-	-	-	2269
NODE_452_length_2268_cov_2.265176	background	-	-	-	-	2268
NODE_453_length_2261_cov_2.763278	background	-	-	-	-	2261
NODE_454_length_2261_cov_2.313187	viral	NC_001798.2	herpesvirus	99.9	99.6	2261
NODE_455_length_2260_cov_2.431058	background	-	-	-	-	2260
NODE_456_length_2257_cov_4.361927	background	-	-	-	-	2257
NODE_457_length_2256_cov_3.604865	background	-	-	-	-	2256
NODE_458_length_2256_cov_2.309316	bacterial	NZ_CP049230.1	negative_control	98.8	99.2	2256
NODE_459_length_2251_cov_2.620975	bacterial	NZ_CP049230.1	negative_control	98.8	100.0	2251
NODE_45_length_17231_cov_176.396351	background	-	-	-	-	17231
NODE_460_length_2244_cov_2.287033	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2244
NODE_461_length_2231_cov_1.954968	background	-	-	-	-	2231
NODE_462_length_2225_cov_2.611732	viral	IMGVR_UViG_3300045988_117760	megasphaera_phage	100.0	99.8	2225
NODE_463_length_2223_cov_2.671482	background	-	-	-	-	2223
NODE_464_length_2222_cov_2.295571	background	-	-	-	-	2222
NODE_465_length_2215_cov_2.191768	background	-	-	-	-	2215
NODE_466_length_2210_cov_160.589780	background	-	-	-	-	2210
NODE_467_length_2210_cov_2.277075	viral	MW387018.1	gardnerella_phage	100.0	100.0	2210
NODE_468_length_2203_cov_1.662747	bacterial	NZ_CP049230.1	negative_control	99.1	100.0	2203
NODE_469_length_2202_cov_2.499765	background	-	-	-	-	2202
NODE_46_length_16847_cov_111.854860	background	-	-	-	-	16847
NODE_470_length_2200_cov_104.327367	background	-	-	-	-	2200
NODE_471_length_2194_cov_1.814832	bacterial	NZ_CP049230.1	negative_control	97.6	98.0	2194
NODE_472_length_2190_cov_3.428301	background	-	-	-	-	2190
NODE_473_length_2184_cov_1.811580	bacterial	NZ_CP049230.1	negative_control	99.5	100.0	2184
NODE_474_length_2175_cov_2.257388	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2175
NODE_475_length_2172_cov_3.233413	bacterial	NZ_CP049230.1	negative_control	99.7	99.9	2172
NODE_476_length_2170_cov_3.294792	background	-	-	-	-	2170
NODE_477_length_2170_cov_2.775920	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	2170
NODE_478_length_2169_cov_1.960325	background	-	-	-	-	2169
NODE_479_length_2160_cov_2.850216	viral	NC_001798.2	herpesvirus	100.0	100.0	2160
NODE_47_length_16676_cov_127.889873	background	-	-	-	-	16676
NODE_480_length_2159_cov_3.006724	background	-	-	-	-	2159
NODE_481_length_2153_cov_1240.046724	background	-	-	-	-	2153
NODE_482_length_2151_cov_2.486500	background	-	-	-	-	2151
NODE_483_length_2151_cov_2.054484	background	-	-	-	-	2151
NODE_484_length_2150_cov_2.820068	bacterial	NZ_CP049230.1	negative_control	98.2	97.0	2150
NODE_485_length_2146_cov_2.216530	background	-	-	-	-	2146
NODE_486_length_2143_cov_2.889158	background	-	-	-	-	2143
NODE_487_length_2143_cov_2.682962	background	-	-	-	-	2143
NODE_488_length_2140_cov_2.905477	background	-	-	-	-	2140
NODE_489_length_2139_cov_2.122696	background	-	-	-	-	2139
NODE_48_length_16672_cov_183.270383	background	-	-	-	-	16672
NODE_490_length_2124_cov_2.264289	background	-	-	-	-	2124
NODE_491_length_2117_cov_2.512745	background	-	-	-	-	2117
NODE_492_length_2106_cov_2.746180	background	-	-	-	-	2106
NODE_493_length_2105_cov_2.635108	background	-	-	-	-	2105
NODE_494_length_2098_cov_2.355764	background	-	-	-	-	2098
NODE_495_length_2098_cov_1.904008	bacterial	NZ_CP049230.1	negative_control	99.0	100.0	2098
NODE_496_length_2094_cov_1.949430	bacterial	NZ_CP049230.1	negative_control	99.5	100.0	2094
NODE_497_length_2089_cov_137.839960	bacterial	NZ_CP039266.1	negative_control	98.6	84.2	2089
NODE_498_length_2085_cov_2.435259	background	-	-	-	-	2085
NODE_499_length_2082_cov_2.485287	background	-	-	-	-	2082
NODE_49_length_16376_cov_113.853365	background	-	-	-	-	16376
NODE_4_length_53783_cov_185.920214	background	-	-	-	-	53783
NODE_500_length_2077_cov_2.697000	viral	IMGVR_UViG_3300007272_000043	fannyhessea_phage	100.0	100.0	2077
NODE_501_length_2076_cov_2.628314	viral	NC_007924.1	lactobacillus_phage	100.0	100.0	2076
NODE_502_length_2074_cov_2.894342	background	-	-	-	-	2074
NODE_503_length_2073_cov_2.478457	background	-	-	-	-	2073
NODE_504_length_2073_cov_2.259018	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	2073
NODE_505_length_2069_cov_2.698795	viral	NC_001798.2	herpesvirus	100.0	100.0	2069
NODE_506_length_2066_cov_11.057315	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	2066
NODE_507_length_2063_cov_1.974824	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	2063
NODE_508_length_2062_cov_2.523426	background	-	-	-	-	2062
NODE_509_length_2060_cov_2.089763	background	-	-	-	-	2060
NODE_50_length_16364_cov_198.704365	background	-	-	-	-	16364
NODE_510_length_2059_cov_2.880928	viral	NC_007924.1	lactobacillus_phage	100.0	100.0	2059
NODE_511_length_2058_cov_2.390712	background	-	-	-	-	2058
NODE_512_length_2058_cov_2.163554	bacterial	NZ_CP049230.1	negative_control	99.4	100.0	2058
NODE_513_length_2055_cov_977.139535	bacterial	NZ_CP039266.1	negative_control	99.5	100.0	2055
NODE_514_length_2052_cov_2.397975	background	-	-	-	-	2052
NODE_515_length_2051_cov_2.354610	bacterial	NZ_CP049230.1	negative_control	99.7	100.0	2051
NODE_516_length_2050_cov_2.488089	background	-	-	-	-	2050
NODE_517_length_2047_cov_2.813198	background	-	-	-	-	2047
NODE_518_length_2046_cov_4.303707	background	-	-	-	-	2046
NODE_519_length_2046_cov_2.553580	viral	NC_001806.2	herpesvirus	100.0	100.0	2046
NODE_51_length_15359_cov_168.195917	bacterial	NZ_CP039266.1	negative_control	99.5	80.6	15359
NODE_520_length_2044_cov_2.595323	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	2044
NODE_521_length_2038_cov_1.655278	bacterial	NZ_CP049230.1	negative_control	97.7	100.0	2038
NODE_522_length_2037_cov_210.797959	background	-	-	-	-	2037
NODE_523_length_2036_cov_123.079122	bacterial	NZ_CP039266.1	negative_control	97.8	92.2	2036
NODE_524_length_2034_cov_114.647931	background	-	-	-	-	2034
NODE_525_length_2032_cov_2.864450	background	-	-	-	-	2032
NODE_526_length_2032_cov_1.717647	bacterial	NZ_CP049230.1	negative_control	97.2	99.4	2032
NODE_527_length_2031_cov_2.451894	bacterial	NZ_CP049230.1	negative_control	98.7	99.7	2031
NODE_528_length_2030_cov_2.557604	bacterial	NZ_CP049230.1	negative_control	99.8	99.8	2030
NODE_529_length_2029_cov_6.782275	background	-	-	-	-	2029
NODE_52_length_15247_cov_180.690705	bacterial	NZ_CP039266.1	negative_control	99.5	99.4	15247
NODE_530_length_2029_cov_3.108607	background	-	-	-	-	2029
NODE_531_length_2028_cov_3.486930	background	-	-	-	-	2028
NODE_532_length_2025_cov_2.708932	background	-	-	-	-	2025
NODE_533_length_2025_cov_2.241273	bacterial	NZ_CP049230.1	negative_control	99.6	99.3	2025
NODE_534_length_2024_cov_2.029276	background	-	-	-	-	2024
NODE_535_length_2021_cov_2.379630	background	-	-	-	-	2021
NODE_536_length_2019_cov_8.319258	background	-	-	-	-	2019
NODE_537_length_2018_cov_2.011334	viral	NC_001806.2	herpesvirus	98.8	100.0	2018
NODE_538_length_2009_cov_2.483437	background	-	-	-	-	2009
NODE_539_length_2002_cov_2.982857	background	-	-	-	-	2002
NODE_53_length_15106_cov_110.395569	background	-	-	-	-	15106
NODE_540_length_2002_cov_2.564675	background	-	-	-	-	2002
NODE_541_length_2001_cov_2.035863	background	-	-	-	-	2001
NODE_542_length_1997_cov_129.027083	background	-	-	-	-	1997
NODE_543_length_1996_cov_2.915581	background	-	-	-	-	1996
NODE_544_length_1994_cov_2.119457	background	-	-	-	-	1994
NODE_545_length_1991_cov_1.855799	background	-	-	-	-	1991
NODE_546_length_1990_cov_2.184004	viral	NC_001806.2	herpesvirus	99.9	100.0	1990
NODE_547_length_1989_cov_2.904812	background	-	-	-	-	1989
NODE_548_length_1987_cov_2.334555	background	-	-	-	-	1987
NODE_549_length_1986_cov_2.592457	background	-	-	-	-	1986
NODE_54_length_14653_cov_205.409303	background	-	-	-	-	14653
NODE_550_length_1984_cov_2.288411	bacterial	NZ_CP049230.1	negative_control	98.5	98.3	1984
NODE_551_length_1982_cov_2.912861	viral	IMGVR_UViG_3300045988_083571	megasphaera_phage	100.0	100.0	1982
NODE_552_length_1981_cov_6.145483	background	-	-	-	-	1981
NODE_553_length_1969_cov_5.272199	background	-	-	-	-	1969
NODE_554_length_1964_cov_1.921569	bacterial	NZ_CP049230.1	negative_control	99.2	99.7	1964
NODE_555_length_1963_cov_2.393425	bacterial	NZ_CP049230.1	negative_control	99.4	100.0	1963
NODE_556_length_1962_cov_2.231300	background	-	-	-	-	1962
NODE_557_length_1960_cov_2.347318	background	-	-	-	-	1960
NODE_558_length_1955_cov_2.179446	background	-	-	-	-	1955
NODE_559_length_1954_cov_1.958444	background	-	-	-	-	1954
NODE_55_length_14647_cov_168.275086	bacterial	NZ_CP039266.1	negative_control	98.8	92.1	14647
NODE_560_length_1953_cov_2.406183	background	-	-	-	-	1953
NODE_561_length_1953_cov_2.079424	background	-	-	-	-	1953
NODE_562_length_1951_cov_9.929029	background	-	-	-	-	1951
NODE_563_length_1951_cov_2.982924	background	-	-	-	-	1951
NODE_564_length_1950_cov_1.966898	background	-	-	-	-	1950
NODE_565_length_1950_cov_1.572878	bacterial	NZ_CP049230.1	negative_control	99.4	100.0	1950
NODE_566_length_1939_cov_2.495704	background	-	-	-	-	1939
NODE_567_length_1938_cov_2.797958	background	-	-	-	-	1938
NODE_568_length_1937_cov_3.167742	background	-	-	-	-	1937
NODE_569_length_1925_cov_177.105519	background	-	-	-	-	1925
NODE_56_length_14567_cov_111.495997	background	-	-	-	-	14567
NODE_570_length_1918_cov_2.778924	viral	NC_001806.2	herpesvirus	100.0	100.0	1918
NODE_571_length_1918_cov_2.685497	background	-	-	-	-	1918
NODE_572_length_1918_cov_2.411733	bacterial	NZ_CP049230.1	negative_control	99.9	80.0	1918
NODE_573_length_1917_cov_2.113043	background	-	-	-	-	1917
NODE_574_length_1915_cov_2.131121	background	-	-	-	-	1915
NODE_575_length_1913_cov_8.697712	background	-	-	-	-	1913
NODE_576_length_1911_cov_540.795529	background	-	-	-	-	1911
NODE_577_length_1909_cov_2.110808	bacterial	NZ_CP049230.1	negative_control	98.6	99.7	1909
NODE_578_length_1909_cov_1.601528	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	1909
NODE_579_length_1906_cov_2.716238	background	-	-	-	-	1906
NODE_57_length_14368_cov_170.149115	bacterial	NZ_CP039266.1	negative_control	99.8	80.2	14368
NODE_580_length_1904_cov_2.301040	viral	NC_007924.1	lactobacillus_phage	99.9	100.0	1904
NODE_581_length_1902_cov_123.520000	background	-	-	-	-	1902
NODE_582_length_1898_cov_2.908292	background	-	-	-	-	1898
NODE_583_length_1897_cov_2.314835	background	-	-	-	-	1897
NODE_584_length_1890_cov_2.334253	background	-	-	-	-	1890
NODE_585_length_1889_cov_2.704746	background	-	-	-	-	1889
NODE_586_length_1889_cov_2.386313	background	-	-	-	-	1889
NODE_587_length_1882_cov_1.836011	bacterial	NZ_CP049230.1	negative_control	98.9	100.0	1882
NODE_588_length_1880_cov_2.585691	background	-	-	-	-	1880
NODE_589_length_1880_cov_1.843594	background	-	-	-	-	1880
NODE_58_length_14178_cov_110.394440	background	-	-	-	-	14178
NODE_590_length_1879_cov_3.256382	background	-	-	-	-	1879
NODE_591_length_1876_cov_2.055586	background	-	-	-	-	1876
NODE_592_length_1875_cov_2.616796	background	-	-	-	-	1875
NODE_593_length_1871_cov_1.948718	background	-	-	-	-	1871
NODE_594_length_1870_cov_2.267708	background	-	-	-	-	1870
NODE_595_length_1868_cov_3.318258	background	-	-	-	-	1868
NODE_596_length_1868_cov_2.500838	viral	NC_001806.2	herpesvirus	100.0	100.0	1868
NODE_597_length_1865_cov_2.334452	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	1865
NODE_598_length_1864_cov_2.481813	bacterial	NZ_CP049230.1	negative_control	98.0	100.0	1864
NODE_599_length_1861_cov_3.145179	background	-	-	-	-	1861
NODE_59_length_13821_cov_163.462093	background	-	-	-	-	13821
NODE_5_length_52861_cov_123.617782	background	-	-	-	-	52861
NODE_600_length_1860_cov_2.769490	viral	NC_001798.2	herpesvirus	99.9	100.0	1860
NODE_601_length_1859_cov_2.567901	background	-	-	-	-	1859
NODE_602_length_1858_cov_1.952835	background	-	-	-	-	1858
NODE_603_length_1856_cov_2.840360	background	-	-	-	-	1856
NODE_604_length_1855_cov_2.155231	background	-	-	-	-	1855
NODE_605_length_1854_cov_3.333146	viral	NC_001798.2	herpesvirus	99.9	100.0	1854
NODE_606_length_1854_cov_2.456950	viral	NC_001798.2	herpesvirus	100.0	100.0	1854
NODE_607_length_1854_cov_1.998875	viral	MW387018.1	gardnerella_phage	100.0	100.0	1854
NODE_608_length_1850_cov_155.363226	background	-	-	-	-	1850
NODE_609_length_1850_cov_2.312465	background	-	-	-	-	1850
NODE_60_length_13688_cov_37.567996	background	-	-	-	-	13688
NODE_610_length_1846_cov_1.766535	background	-	-	-	-	1846
NODE_611_length_1844_cov_2.470855	background	-	-	-	-	1844
NODE_612_length_1843_cov_2.316535	background	-	-	-	-	1843
NODE_613_length_1843_cov_2.220838	background	-	-	-	-	1843
NODE_614_length_1838_cov_337.216354	bacterial	NZ_CP039266.1	negative_control	99.8	99.9	1838
NODE_615_length_1837_cov_2.732955	background	-	-	-	-	1837
NODE_616_length_1832_cov_1.770940	bacterial	NZ_CP049230.1	negative_control	100.0	100.0	1832
NODE_617_length_1826_cov_2.877073	bacterial	NZ_CP049230.1	negative_control	99.2	97.9	1826
NODE_618_length_1825_cov_2.286041	bacterial	NZ_CP049230.1	negative_control	99.1	99.0	1825
NODE_619_length_1817_cov_2.254023	bacterial	NZ_CP049230.1	negative_control	99.4	100.0	1817
NODE_61_length_13676_cov_133.440179	background	-	-	-	-	13676
NODE_620_length_1814_cov_2.425446	background	-	-	-	-	1814
NODE_621_length_1813_cov_2.292051	background	-	-	-	-	1813
NODE_622_length_1809_cov_2.218822	bacterial	NZ_CP049230.1	negative_control	97.0	100.0	1809
NODE_623_length_1808_cov_1458.009243	background	-	-	-	-	1808
NODE_624_length_1808_cov_2.350664	background	-	-	-	-	1808
NODE_625_length_1807_cov_1.783815	background	-	-	-	-	1807
NODE_626_length_1805_cov_1.969907	background	-	-	-	-	1805
NODE_627_length_1805_cov_1.804398	background	-	-	-	-	1805
NODE_628_length_1804_cov_3.787493	background	-	-	-	-	1804
NODE_629_length_1804_cov_2.185292	background	-	-	-	-	1804
NODE_62_length_13611_cov_154.157751	background	-	-	-	-	13611
NODE_630_length_1804_cov_1.960046	background	-	-	-	-	1804
NODE_631_length_1800_cov_1.969240	bacterial	NZ_CP049230.1	negative_control	97.8	100.0	1800
NODE_632_length_1797_cov_3.741860	background	-	-	-	-	1797
NODE_633_length_1797_cov_2.272674	background	-	-	-	-	1797
NODE_634_length_1797_cov_2.022093	background	-	-	-	-	1797
NODE_635_length_1796_cov_2.328098	background	-	-	-	-	1796
NODE_636_length_1795_cov_2.325960	background	-	-	-	-	1795
NODE_637_length_1794_cov_9.189866	background	-	-	-	-	1794
NODE_638_length_1788_cov_2.160140	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	1788
NODE_639_length_1788_cov_2.032729	bacterial	NZ_CP049230.1	negative_control	99.5	99.1	1788
NODE_63_length_13178_cov_2.577132	viral	MW387018.1	gardnerella_phage	100.0	100.0	13178
NODE_640_length_1782_cov_2.082111	viral	NC_007924.1	lactobacillus_phage	100.0	100.0	1782
NODE_641_length_1780_cov_1.511450	background	-	-	-	-	1780
NODE_642_length_1779_cov_1.826087	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	1779
NODE_643_length_1778_cov_2.610229	viral	NC_007924.1	lactobacillus_phage	100.0	100.0	1778
NODE_644_length_1778_cov_2.556143	viral	NC_001798.2	herpesvirus	100.0	100.0	1778
NODE_645_length_1774_cov_199.842664	background	-	-	-	-	1774
NODE_646_length_1774_cov_2.136712	background	-	-	-	-	1774
NODE_647_length_1774_cov_1.825575	background	-	-	-	-	1774
NODE_648_length_1773_cov_2.535377	bacterial	NZ_CP049230.1	negative_control	98.5	100.0	1773
NODE_649_length_1773_cov_2.181604	bacterial	NZ_CP049230.1	negative_control	98.4	100.0	1773
NODE_64_length_13175_cov_211.088716	background	-	-	-	-	13175
NODE_650_length_1773_cov_2.102005	bacterial	NZ_CP049230.1	negative_control	99.9	100.0	1773
NODE_651_length_1771_cov_2.625738	background	-	-	-	-	1771
NODE_652_length_1771_cov_2.083825	viral	NC_001526.4	hpv	100.0	100.0	1771
NODE_653_length_1767_cov_116.265089	background	-	-	-	-	1767
NODE_654_length_1767_cov_1.902959	background	-	-	-	-	1767
NODE_655_length_1765_cov_2.015403	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	1765
NODE_656_length_1764_cov_398.742146	background	-	-	-	-	1764
NODE_657_length_1762_cov_2.745994	background	-	-	-	-	1762
NODE_658_length_1758_cov_780.116597	background	-	-	-	-	1758
NODE_659_length_1758_cov_1.848899	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	1758
NODE_65_length_12586_cov_168.431369	background	-	-	-	-	12586
NODE_660_length_1755_cov_2.281883	background	-	-	-	-	1755
NODE_661_length_1753_cov_7.767900	background	-	-	-	-	1753
NODE_662_length_1752_cov_5.793433	background	-	-	-	-	1752
NODE_663_length_1752_cov_2.157015	background	-	-	-	-	1752
NODE_664_length_1749_cov_2.588517	background	-	-	-	-	1749
NODE_665_length_1746_cov_213.457759	background	-	-	-	-	1746
NODE_666_length_1744_cov_1.388122	bacterial	NZ_CP049230.1	negative_control	99.9	99.9	1744
NODE_667_length_1741_cov_2.399038	bacterial	NZ_CP049230.1	negative_control	97.7	100.0	1741
NODE_668_length_1739_cov_3.172684	background	-	-	-	-	1739
NODE_669_length_1730_cov_2.362976	background	-	-	-	-	1730
NODE_66_length_12502_cov_171.093602	background	-	-	-	-	12502
NODE_670_length_1729_cov_3.359564	viral	IMGVR_UViG_3300045988_117760	megasphaera_phage	99.9	100.0	1729
NODE_671_length_1728_cov_2.373107	background	-	-	-	-	1728
NODE_672_length_1726_cov_2.187386	bacterial	NZ_CP049230.1	negative_control	98.2	97.8	1726
NODE_673_length_1725_cov_2.392597	background	-	-	-	-	1725
NODE_674_length_1724_cov_2.169399	background	-	-	-	-	1724
NODE_675_length_1723_cov_1.843256	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	1723
NODE_676_length_1721_cov_2.270073	background	-	-	-	-	1721
NODE_677_length_1721_cov_2.222019	background	-	-	-	-	1721
NODE_678_length_1714_cov_2.350641	background	-	-	-	-	1714
NODE_679_length_1714_cov_2.258400	background	-	-	-	-	1714
NODE_67_length_12395_cov_585.028495	background	-	-	-	-	12395
NODE_680_length_1713_cov_3.301956	background	-	-	-	-	1713
NODE_681_length_1713_cov_2.034230	bacterial	NZ_CP049230.1	negative_control	99.0	100.0	1713
NODE_682_length_1711_cov_1.766218	bacterial	NZ_CP049230.1	negative_control	99.6	100.0	1711
NODE_683_length_1710_cov_2.456828	background	-	-	-	-	1710
NODE_684_length_1709_cov_2.976103	background	-	-	-	-	1709
NODE_685_length_1708_cov_1.905579	background	-	-	-	-	1708
NODE_686_length_1705_cov_114.670762	background	-	-	-	-	1705
NODE_687_length_1705_cov_2.569410	background	-	-	-	-	1705
NODE_688_length_1705_cov_1.989558	background	-	-	-	-	1705
NODE_689_length_1700_cov_2.644486	viral	NC_001798.2	herpesvirus	100.0	100.0	1700
NODE_68_length_12343_cov_178.523072	background	-	-	-	-	12343
NODE_690_length_1700_cov_2.029575	background	-	-	-	-	1700
NODE_691_length_1699_cov_2.407522	bacterial	NZ_CP049230.1	negative_control	99.5	100.0	1699
NODE_692_length_1697_cov_2.179630	background	-	-	-	-	1697
NODE_693_length_1697_cov_1.964198	bacterial	NZ_CP049230.1	negative_control	98.1	100.0	1697
NODE_694_length_1696_cov_1.640519	background	-	-	-	-	1696
NODE_695_length_1695_cov_1.853523	background	-	-	-	-	1695
NODE_696_length_1694_cov_1.985776	bacterial	NZ_CP049230.1	negative_control	99.4	100.0	1694
NODE_697_length_1693_cov_2.301361	background	-	-	-	-	1693
NODE_698_length_1691_cov_2.705081	background	-	-	-	-	1691
NODE_699_length_1689_cov_7.382134	background	-	-	-	-	1689
NODE_69_length_12290_cov_176.410219	background	-	-	-	-	12290
NODE_6_length_51061_cov_112.537835	background	-	-	-	-	51061
NODE_700_length_1687_cov_2.173292	background	-	-	-	-	1687
NODE_701_length_1684_cov_1.473553	background	-	-	-	-	1684
NODE_702_length_1683_cov_3.189913	background	-	-	-	-	1683
NODE_703_length_1682_cov_3.023676	background	-	-	-	-	1682
NODE_704_length_1681_cov_2.168329	bacterial	NZ_CP049230.1	negative_control	99.2	100.0	1681
NODE_705_length_1679_cov_2.907615	background	-	-	-	-	1679
NODE_706_length_1678_cov_1.617739	bacterial	NZ_CP049230.1	negative_control	99.3	100.0	1678
NODE_707_length_1675_cov_3.126408	background	-	-	-	-	1675
NODE_708_length_1674_cov_2.604884	background	-	-	-	-	1674
NODE_709_length_1674_cov_2.492799	background	-	-	-	-	1674
NODE_70_length_12202_cov_39.340289	background	-	-	-	-	12202
NODE_710_length_1673_cov_603.072055	background	-	-	-	-	1673
NODE_711_length_1672_cov_2.871473	background	-	-	-	-	1672
NODE_712_length_1671_cov_6.954203	background	-	-	-	-	1671
NODE_713_length_1671_cov_1.808030	background	-	-	-	-	1671
NODE_714_length_1670_cov_2.969240	background	-	-	-	-	1670
NODE_715_length_1670_cov_2.603264	background	-	-	-	-	1670
NODE_716_length_1670_cov_1.718770	background	-	-	-	-	1670
NODE_717_length_1669_cov_2.402010	viral	NC_001526.4	hpv	99.9	100.0	1669
NODE_718_length_1667_cov_6.780503	background	-	-	-	-	1667
NODE_719_length_1667_cov_2.483019	background	-	-	-	-	1667
NODE_71_length_12158_cov_153.099909	bacterial	NZ_CP039266.1	negative_control	99.5	100.0	12158
NODE_720_length_1665_cov_137.942065	bacterial	NZ_CP039266.1	negative_control	99.6	82.9	1665
NODE_721_length_1665_cov_1.846348	background	-	-	-	-	1665
NODE_722_length_1664_cov_840.326402	bacterial	NZ_CP039266.1	negative_control	99.6	100.0	1664
NODE_723_length_1664_cov_1.911783	background	-	-	-	-	1664
NODE_724_length_1663_cov_1.633039	background	-	-	-	-	1663
NODE_725_length_1662_cov_6.579180	background	-	-	-	-	1662
NODE_726_length_1662_cov_3.516088	background	-	-	-	-	1662
NODE_727_length_1657_cov_3.556962	background	-	-	-	-	1657
NODE_728_length_1656_cov_1.421153	background	-	-	-	-	1656
NODE_729_length_1654_cov_2.045022	background	-	-	-	-	1654
NODE_72_length_12064_cov_183.529073	background	-	-	-	-	12064
NODE_730_length_1653_cov_2.950508	background	-	-	-	-	1653
NODE_731_length_1652_cov_2.160000	bacterial	NZ_CP049230.1	negative_control	99.6	100.0	1652
NODE_732_length_1650_cov_1.652257	bacterial	NZ_CP049230.1	negative_control	99.8	100.0	1650
NODE_733_length_1648_cov_2.541057	bacterial	NZ_CP049230.1	negative_control	97.9	100.0	1648
NODE_734_length_1648_cov_1.080840	background	-	-	-	-	1648
NODE_735_length_1647_cov_2.922293	background	-	-	-	-	1647
NODE_736_length_1647_cov_1.819745	background	-	-	-	-	1647
NODE_737_length_1645_cov_2.913265	background	-	-	-	-	1645
NODE_738_length_1643_cov_2.977011	background	-	-	-	-	1643
NODE_739_length_1643_cov_2.409962	viral	IMGVR_UViG_2636415511_000001	sneathia_phage	100.0	100.0	1643
NODE_73_length_12035_cov_136.838936	background	-	-	-	-	12035
NODE_740_length_1641_cov_2.803069	background	-	-	-	-	1641
NODE_741_length_1634_cov_2.603083	viral	NC_001798.2	herpesvirus	99.9	100.0	1634
NODE_742_length_1633_cov_107.172237	background	-	-	-	-	1633
NODE_743_length_1632_cov_3.195498	background	-	-	-	-	1632
NODE_744_length_1632_cov_2.515756	bacterial	NZ_CP049230.1	negative_control	99.6	98.9	1632
NODE_745_length_1632_cov_2.298392	background	-	-	-	-	1632
NODE_746_length_1631_cov_2.180180	background	-	-	-	-	1631
NODE_747_length_1631_cov_1.830759	background	-	-	-	-	1631
NODE_748_length_1630_cov_3.448809	background	-	-	-	-	1630
NODE_749_length_1630_cov_2.705731	background	-	-	-	-	1630
